	-0.068235	-0.069014	-0.069802	-0.070599	-0.071405	-0.072221	-0.073045	-0.073879	-0.074723	-0.075577	-0.076440	-0.077314	-0.078197	-0.079092	-0.079997	-0.080913	-0.081841	-0.082779	-0.083730	-0.084692	-0.085667	-0.086655	-0.087655	-0.088668	-0.089694	-0.090735	-0.091788	-0.092856	-0.093938	-0.095034	-0.096144	-0.097269	-0.098408	-0.099560	-0.100726	-0.101906	-0.103099	-0.104304	-0.105520	-0.106748	-0.107985	-0.109232	-0.110487	-0.111748	-0.113014	-0.114284	-0.115556	-0.116829	-0.118100	-0.119368	-0.120631	-0.121887	-0.123133	-0.124368	-0.125589	-0.126794	-0.127981	-0.129149	-0.130294	-0.131414	-0.132508	-0.133573	-0.134608	-0.135610	-0.136577	-0.137508	-0.138401	-0.139254	-0.140066	-0.140835	-0.141560	-0.142240	-0.142873	-0.143458	-0.143995	-0.144482	-0.144919	-0.145305	-0.145640	-0.145923	-0.146155	-0.146334	-0.146461	-0.146536	-0.146558	-0.146530	-0.146449	-0.146318	-0.146137	-0.145906	-0.145626	-0.145298	-0.144923	-0.144502	-0.144036	-0.143525	-0.142972	-0.142377	-0.141742	-0.141068
	-0.068976	-0.069769	-0.070572	-0.071385	-0.072206	-0.073038	-0.073878	-0.074729	-0.075589	-0.076460	-0.077340	-0.078232	-0.079134	-0.080046	-0.080970	-0.081906	-0.082853	-0.083812	-0.084784	-0.085768	-0.086765	-0.087776	-0.088800	-0.089838	-0.090890	-0.091957	-0.093039	-0.094136	-0.095248	-0.096376	-0.097519	-0.098678	-0.099853	-0.101043	-0.102249	-0.103470	-0.104705	-0.105954	-0.107217	-0.108493	-0.109780	-0.111078	-0.112386	-0.113701	-0.115024	-0.116351	-0.117682	-0.119014	-0.120346	-0.121675	-0.123000	-0.124318	-0.125627	-0.126925	-0.128209	-0.129477	-0.130727	-0.131956	-0.133162	-0.134342	-0.135495	-0.136618	-0.137708	-0.138765	-0.139785	-0.140767	-0.141709	-0.142609	-0.143465	-0.144277	-0.145041	-0.145758	-0.146425	-0.147043	-0.147608	-0.148122	-0.148582	-0.148989	-0.149342	-0.149640	-0.149883	-0.150071	-0.150204	-0.150282	-0.150305	-0.150274	-0.150188	-0.150049	-0.149857	-0.149613	-0.149317	-0.148971	-0.148575	-0.148131	-0.147640	-0.147102	-0.146519	-0.145893	-0.145224	-0.144515
	-0.069722	-0.070530	-0.071349	-0.072176	-0.073013	-0.073860	-0.074717	-0.075584	-0.076461	-0.077349	-0.078247	-0.079156	-0.080075	-0.081007	-0.081950	-0.082904	-0.083871	-0.084851	-0.085843	-0.086849	-0.087868	-0.088902	-0.089950	-0.091013	-0.092091	-0.093185	-0.094295	-0.095421	-0.096564	-0.097724	-0.098901	-0.100095	-0.101307	-0.102536	-0.103782	-0.105045	-0.106324	-0.107620	-0.108931	-0.110257	-0.111596	-0.112948	-0.114311	-0.115684	-0.117065	-0.118453	-0.119846	-0.121242	-0.122638	-0.124033	-0.125424	-0.126808	-0.128185	-0.129550	-0.130901	-0.132236	-0.133552	-0.134847	-0.136118	-0.137363	-0.138579	-0.139763	-0.140914	-0.142029	-0.143105	-0.144142	-0.145136	-0.146086	-0.146990	-0.147846	-0.148653	-0.149409	-0.150114	-0.150765	-0.151362	-0.151903	-0.152388	-0.152817	-0.153189	-0.153502	-0.153758	-0.153955	-0.154095	-0.154176	-0.154199	-0.154165	-0.154074	-0.153926	-0.153723	-0.153464	-0.153151	-0.152786	-0.152368	-0.151899	-0.151380	-0.150813	-0.150199	-0.149539	-0.148835	-0.148088
	-0.070473	-0.071297	-0.072130	-0.072973	-0.073826	-0.074689	-0.075562	-0.076445	-0.077339	-0.078243	-0.079158	-0.080085	-0.081023	-0.081972	-0.082934	-0.083907	-0.084894	-0.085894	-0.086907	-0.087934	-0.088975	-0.090032	-0.091104	-0.092191	-0.093295	-0.094416	-0.095554	-0.096709	-0.097883	-0.099075	-0.100286	-0.101516	-0.102766	-0.104034	-0.105322	-0.106629	-0.107954	-0.109297	-0.110659	-0.112037	-0.113430	-0.114839	-0.116260	-0.117694	-0.119138	-0.120590	-0.122049	-0.123511	-0.124976	-0.126441	-0.127902	-0.129358	-0.130806	-0.132243	-0.133666	-0.135073	-0.136460	-0.137826	-0.139167	-0.140480	-0.141763	-0.143014	-0.144229	-0.145406	-0.146543	-0.147638	-0.148688	-0.149691	-0.150646	-0.151550	-0.152403	-0.153201	-0.153945	-0.154632	-0.155262	-0.155833	-0.156345	-0.156797	-0.157189	-0.157519	-0.157788	-0.157995	-0.158141	-0.158226	-0.158249	-0.158212	-0.158114	-0.157957	-0.157741	-0.157467	-0.157136	-0.156749	-0.156307	-0.155812	-0.155264	-0.154666	-0.154018	-0.153322	-0.152580	-0.151794
	-0.071230	-0.072069	-0.072917	-0.073776	-0.074644	-0.075523	-0.076412	-0.077311	-0.078222	-0.079143	-0.080075	-0.081019	-0.081975	-0.082942	-0.083922	-0.084915	-0.085921	-0.086940	-0.087974	-0.089022	-0.090085	-0.091164	-0.092259	-0.093371	-0.094500	-0.095648	-0.096814	-0.097999	-0.099203	-0.100428	-0.101674	-0.102940	-0.104228	-0.105536	-0.106867	-0.108218	-0.109591	-0.110984	-0.112397	-0.113830	-0.115280	-0.116748	-0.118232	-0.119729	-0.121239	-0.122759	-0.124288	-0.125822	-0.127360	-0.128899	-0.130435	-0.131967	-0.133492	-0.135006	-0.136506	-0.137990	-0.139454	-0.140895	-0.142311	-0.143698	-0.145053	-0.146374	-0.147658	-0.148902	-0.150104	-0.151261	-0.152371	-0.153431	-0.154441	-0.155396	-0.156297	-0.157141	-0.157927	-0.158653	-0.159318	-0.159921	-0.160461	-0.160938	-0.161350	-0.161698	-0.161981	-0.162199	-0.162352	-0.162439	-0.162463	-0.162422	-0.162317	-0.162150	-0.161920	-0.161630	-0.161279	-0.160869	-0.160402	-0.159878	-0.159299	-0.158667	-0.157983	-0.157250	-0.156467	-0.155639
	-0.071992	-0.072846	-0.073709	-0.074583	-0.075467	-0.076362	-0.077267	-0.078183	-0.079110	-0.080047	-0.080997	-0.081958	-0.082931	-0.083916	-0.084914	-0.085925	-0.086950	-0.087989	-0.089042	-0.090111	-0.091196	-0.092297	-0.093415	-0.094551	-0.095705	-0.096879	-0.098072	-0.099287	-0.100522	-0.101780	-0.103060	-0.104362	-0.105689	-0.107039	-0.108413	-0.109810	-0.111231	-0.112676	-0.114143	-0.115633	-0.117143	-0.118673	-0.120221	-0.121787	-0.123366	-0.124959	-0.126562	-0.128172	-0.129788	-0.131406	-0.133023	-0.134637	-0.136243	-0.137840	-0.139423	-0.140989	-0.142535	-0.144058	-0.145553	-0.147019	-0.148453	-0.149849	-0.151207	-0.152523	-0.153794	-0.155018	-0.156192	-0.157314	-0.158381	-0.159392	-0.160345	-0.161237	-0.162067	-0.162834	-0.163537	-0.164174	-0.164744	-0.165247	-0.165682	-0.166049	-0.166346	-0.166575	-0.166735	-0.166826	-0.166849	-0.166804	-0.166692	-0.166513	-0.166269	-0.165960	-0.165588	-0.165154	-0.164659	-0.164105	-0.163493	-0.162825	-0.162103	-0.161328	-0.160503	-0.159629
	-0.072759	-0.073628	-0.074507	-0.075396	-0.076296	-0.077206	-0.078127	-0.079059	-0.080002	-0.080956	-0.081922	-0.082900	-0.083890	-0.084893	-0.085909	-0.086938	-0.087981	-0.089039	-0.090112	-0.091201	-0.092306	-0.093428	-0.094569	-0.095728	-0.096907	-0.098106	-0.099327	-0.100570	-0.101836	-0.103126	-0.104440	-0.105780	-0.107145	-0.108537	-0.109955	-0.111400	-0.112871	-0.114369	-0.115893	-0.117441	-0.119014	-0.120609	-0.122226	-0.123863	-0.125517	-0.127186	-0.128868	-0.130560	-0.132259	-0.133962	-0.135665	-0.137366	-0.139061	-0.140746	-0.142418	-0.144072	-0.145707	-0.147316	-0.148899	-0.150450	-0.151966	-0.153444	-0.154882	-0.156274	-0.157620	-0.158916	-0.160158	-0.161346	-0.162475	-0.163545	-0.164553	-0.165497	-0.166375	-0.167187	-0.167929	-0.168602	-0.169205	-0.169736	-0.170194	-0.170581	-0.170894	-0.171134	-0.171302	-0.171396	-0.171418	-0.171369	-0.171248	-0.171057	-0.170797	-0.170469	-0.170074	-0.169613	-0.169089	-0.168502	-0.167854	-0.167148	-0.166384	-0.165566	-0.164694	-0.163772
	-0.073531	-0.074415	-0.075309	-0.076214	-0.077129	-0.078055	-0.078992	-0.079940	-0.080899	-0.081869	-0.082852	-0.083846	-0.084853	-0.085872	-0.086905	-0.087952	-0.089013	-0.090089	-0.091181	-0.092289	-0.093414	-0.094557	-0.095719	-0.096901	-0.098103	-0.099328	-0.100575	-0.101846	-0.103142	-0.104464	-0.105812	-0.107188	-0.108593	-0.110027	-0.111490	-0.112983	-0.114505	-0.116058	-0.117640	-0.119250	-0.120888	-0.122553	-0.124242	-0.125954	-0.127686	-0.129437	-0.131204	-0.132982	-0.134771	-0.136564	-0.138361	-0.140155	-0.141945	-0.143725	-0.145492	-0.147242	-0.148971	-0.150675	-0.152350	-0.153992	-0.155598	-0.157164	-0.158687	-0.160163	-0.161588	-0.162961	-0.164277	-0.165535	-0.166732	-0.167864	-0.168932	-0.169931	-0.170860	-0.171719	-0.172504	-0.173216	-0.173852	-0.174413	-0.174897	-0.175304	-0.175634	-0.175886	-0.176061	-0.176159	-0.176180	-0.176126	-0.175996	-0.175791	-0.175514	-0.175165	-0.174745	-0.174256	-0.173699	-0.173077	-0.172391	-0.171643	-0.170836	-0.169970	-0.169049	-0.168075
	-0.074307	-0.075207	-0.076116	-0.077036	-0.077967	-0.078909	-0.079861	-0.080825	-0.081799	-0.082786	-0.083784	-0.084795	-0.085818	-0.086854	-0.087903	-0.088967	-0.090045	-0.091138	-0.092248	-0.093374	-0.094518	-0.095681	-0.096863	-0.098066	-0.099291	-0.100540	-0.101812	-0.103110	-0.104435	-0.105788	-0.107170	-0.108582	-0.110026	-0.111502	-0.113011	-0.114552	-0.116128	-0.117737	-0.119379	-0.121054	-0.122760	-0.124497	-0.126262	-0.128054	-0.129871	-0.131709	-0.133565	-0.135437	-0.137321	-0.139212	-0.141108	-0.143004	-0.144895	-0.146778	-0.148648	-0.150500	-0.152332	-0.154137	-0.155912	-0.157653	-0.159355	-0.161015	-0.162630	-0.164194	-0.165706	-0.167161	-0.168557	-0.169890	-0.171158	-0.172359	-0.173490	-0.174548	-0.175533	-0.176441	-0.177272	-0.178025	-0.178698	-0.179290	-0.179801	-0.180230	-0.180578	-0.180842	-0.181025	-0.181126	-0.181146	-0.181086	-0.180946	-0.180727	-0.180431	-0.180058	-0.179611	-0.179092	-0.178501	-0.177841	-0.177114	-0.176322	-0.175466	-0.174551	-0.173577	-0.172547
	-0.075089	-0.076003	-0.076928	-0.077863	-0.078810	-0.079766	-0.080734	-0.081713	-0.082704	-0.083706	-0.084719	-0.085746	-0.086784	-0.087836	-0.088901	-0.089981	-0.091075	-0.092185	-0.093311	-0.094454	-0.095616	-0.096797	-0.097998	-0.099222	-0.100468	-0.101738	-0.103035	-0.104359	-0.105711	-0.107094	-0.108509	-0.109957	-0.111439	-0.112957	-0.114511	-0.116103	-0.117732	-0.119399	-0.121104	-0.122845	-0.124623	-0.126436	-0.128282	-0.130159	-0.132064	-0.133995	-0.135948	-0.137919	-0.139905	-0.141902	-0.143905	-0.145910	-0.147911	-0.149905	-0.151886	-0.153849	-0.155790	-0.157705	-0.159588	-0.161435	-0.163241	-0.165003	-0.166716	-0.168377	-0.169981	-0.171525	-0.173006	-0.174420	-0.175765	-0.177039	-0.178237	-0.179359	-0.180403	-0.181365	-0.182245	-0.183042	-0.183753	-0.184379	-0.184919	-0.185371	-0.185737	-0.186015	-0.186206	-0.186310	-0.186328	-0.186261	-0.186110	-0.185875	-0.185558	-0.185161	-0.184685	-0.184132	-0.183504	-0.182803	-0.182032	-0.181192	-0.180286	-0.179316	-0.178286	-0.177197
